,Date,Latitude,Longitude,Speed,Y,X,Z,speedbump
235,9/10/17 10:44,34.019669,-118.29036,0.75,0.067291,0.042999,-0.975876,no
236,9/10/17 10:44,34.019669,-118.29036,0.75,0.060059,0.054169,-1.010284,no
237,9/10/17 10:44,34.019669,-118.29036,0.75,0.062988,0.071426,-1.003448,no
238,9/10/17 10:44,34.019669,-118.29036,0.75,0.063751,0.053329,-0.987717,no
239,9/10/17 10:44,34.019669,-118.29036,0.75,0.089035,0.059723,-1.000015,no
240,9/10/17 10:44,34.019669,-118.29036,0.75,0.09845,0.073593,-0.99968,no
241,9/10/17 10:44,34.019669,-118.29036,0.75,0.164108,0.063232,-0.996765,no
242,9/10/17 10:44,34.019669,-118.29036,0,0.153976,0.053741,-1.002579,no
243,9/10/17 10:44,34.019669,-118.29036,0,0.135818,0.056366,-0.986023,no
244,9/10/17 10:44,34.019669,-118.29036,0,0.157593,0.043777,-0.988785,no
245,9/10/17 10:44,34.019669,-118.29036,0,0.14267,0.065308,-0.990784,no
246,9/10/17 10:44,34.019669,-118.29036,0,0.132828,0.067719,-0.990692,no
247,9/10/17 10:44,34.019669,-118.29036,0,0.164383,0.06189,-0.986923,no
248,9/10/17 10:44,34.019669,-118.29036,0,0.175018,0.053589,-0.9758,no
249,9/10/17 10:44,34.019669,-118.29036,0,0.184235,0.048981,-0.980927,no
250,9/10/17 10:44,34.019669,-118.29036,0,0.215469,0.070709,-0.982635,no
251,9/10/17 10:44,34.019669,-118.29036,0,0.237778,0.056183,-0.985367,no
252,9/10/17 10:44,34.019661,-118.290369,0.57,0.228119,0.073196,-0.985291,no
253,9/10/17 10:44,34.019661,-118.290369,0.57,0.244797,0.065262,-0.988892,no
254,9/10/17 10:44,34.019661,-118.290369,0.57,0.243454,0.02562,-0.98172,no
255,9/10/17 10:44,34.019661,-118.290369,0.57,0.253571,0.050125,-0.981857,no
256,9/10/17 10:44,34.019661,-118.290369,0.57,0.244308,0.030167,-0.981934,no
257,9/10/17 10:44,34.019661,-118.290369,0.57,0.23526,0.055984,-0.968857,no
258,9/10/17 10:44,34.019661,-118.290369,0.57,0.20285,0.027939,-0.993912,no
259,9/10/17 10:44,34.019661,-118.290369,0.57,0.206329,0.030884,-0.962265,no
260,9/10/17 10:44,34.019661,-118.290369,0.57,0.186874,0.039322,-1.022873,no
261,9/10/17 10:44,34.019661,-118.290369,0.57,0.164795,0.01416,-1.006912,no
262,9/10/17 10:44,34.01967,-118.29039,1.86,0.127441,0.02478,-0.97554,no
263,9/10/17 10:44,34.01967,-118.29039,1.86,0.183502,0.00058,-0.988449,no
264,9/10/17 10:44,34.01967,-118.29039,1.86,0.149216,0.014557,-0.998245,no
